project_id,scheme,project_name,display_name,district,pbt,mukim,developer,category,house_type,units,price_min_rm,price_max_rm,status,progress_pct,expected_completion,completed_year,latitude,longitude,location_precision,source_id,source_date,verification,snapshot,record_scope,source_row,location_text,historical_match_ids,historical_match_note
LPHS25-P-036,Rumah Selangorku,,Projek Perancangan MBSA 036,Petaling,MBSA,Sungai Buloh,Kelpile Geotechnics Sdn. Bhd.,,,720,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,36,"Di Atas Hakmilik HSM 6556 Lot 3628, Seksyen U17, Kampung Merbau Sempak Indah, Mukim Sungai Buloh, Daerah Petaling.",,
LPHS25-P-037,Rumah Selangorku,,Projek Perancangan MBSA 037,Petaling,MBSA,Sungai Buloh,Saujana Permai Development Sdn. Bhd.,,,1066,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,37,"Di Atas Hakmilik HSD 308787 PT 53776, Seksyen U17, Elmina West, Mukim Sungai Buloh, Daerah Petaling.",,
LPHS25-P-038,Rumah Selangorku,,Projek Perancangan MBSA 038,Petaling,MBSA,Sungai Buloh,Saujana Permai Development Sdn. Bhd.,,,1164,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,38,"Di Atas Hakmilik HSD 308787 PT 53777, Seksyen U17, Elmina West, Mukim Sungai Buloh, Daerah Petaling.",,
LPHS25-P-039,Rumah Selangorku,,Projek Perancangan MBSA 039,Petaling,MBSA,Sungai Buloh,Kumpulan Hartanah Selangor Berhad (KHSB),,,1969,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,39,"Di Atas Hakmilik HSD 287137 PT 50324, HSD 287144 PT 50331, HSD 287145 PT 50332, HSD 316332 PT 50880 & HSD316333 PT50881 Dan Sebahagian HSD 287134 PT 50321 Dan HSD 287135 PT 50322 Mukim Sungai Buloh, Daerah Petaling (Elmina East).",,
LPHS25-P-040,Rumah Selangorku,,Projek Perancangan MBSA 040,Klang,MBSA,Klang,Setia Gardens Development Sdn. Bhd.,,,10,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,40,"Di Atas Hakmilik H.S.(M) 58262 Hingga H.S.(M) 58271 PT 151321 Hingga PT 151330, Seksyen 36, Shah Alam, Mukim Klang, Daerah Klang.",,
LPHS25-P-041,Rumah Selangorku,,Projek Perancangan MBSA 041,Klang,MBSA,Klang,Rukun Jaya Sdn. Bhd.,,,132,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,41,"Di Atas Lot 1539 Dan Lot 97816, Jalan Sungai Kandis, Mukim Klang, Daerah Klang, Seksyen 36, Shah Alam.",,
LPHS25-P-042,Rumah Selangorku,,Projek Perancangan MBPJ 042,Petaling,MBPJ,,Country Wheels Sdn. Bhd.,,,436,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,42,"Hakmilik HSD 261774 PT 11905 dan HSD 291591 PT 12614 Di Pekan Sungai Buloh, Daerah Petaling",,
LPHS25-P-043,Rumah Selangorku,,Projek Perancangan MBPJ 043,Petaling,MBPJ,Petaling,Masteron Sdn. Bhd.,,,458,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,43,"Di Atas Sebahagian PT 9192, Jalan PJS 2, PJS 5, Mukim Petaling, Daerah Petaling",,
LPHS25-P-044,Rumah Selangorku,,Projek Perancangan MBPJ 044,Petaling,MBPJ,Bandar Petaling,Everest Pioneer Sdn. Bhd. Dan BH Builders Sdn. Bhd. (Plot 1),,,34,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,44,"Di Atas Lot PT 12813, PJS 3, Taman Medan, Mukim Bandar Petaling, Daerah Petaling, Selangor Darul Ehsan.",,
LPHS25-P-045,Rumah Selangorku,,Projek Perancangan MBPJ 045,Petaling,MBPJ,Bandar Petaling,Everest Pioneer Sdn. Bhd. Dan BH Builders Sdn. Bhd. (Plot 2),,,414,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,45,"Di Atas Lot PT 12813, PJS 3, Taman Medan, Mukim Bandar Petaling, Daerah Petaling, Selangor Darul Ehsan.",,
LPHS25-P-046,Rumah Selangorku,,Projek Perancangan MBPJ 046,Petaling,MBPJ,Bandar Petaling,Everest Pioneer Sdn. Bhd. Dan BH Builders Sdn. Bhd. (Plot 3),,,192,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,46,"Di Atas Lot PT 12813, PJS 3, Taman Medan, Mukim Bandar Petaling, Daerah Petaling, Selangor Darul Ehsan.",,
LPHS25-P-047,Rumah Selangorku,,Projek Perancangan MBSJ 047,Petaling,MBSJ,Petaling,Tujuan Ehsan Sdn. Bhd. (Taman Equine (M) Sdn. Bhd.),,,120,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; district_derived_from_pbt; project_name_not_provided_in_source,2025-Q1,LPHS baseline,47,"Hakmilik PN 7397 Lot 53383, Mukim Petaling. (dipinda ke HSD 258562 PT 73892 Persiaran Permai Sentosa Bandar Putra Permai).",,
LPHS25-P-048,Rumah Selangorku,,Projek Perancangan MBSJ 048,Petaling,MBSJ,Petaling,Tujuan Ehsan Sdn. Bhd. (Taman Equine (M) Sdn. Bhd.),,,232,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,48,"Hakmilik HSD 208469 PT 69358 dan HSD 208470 PT 69359, Mukim Petaling, Daerah Petaling.",,
LPHS25-P-049,Rumah Selangorku,,Projek Perancangan MBSJ 049,Petaling,MBSJ,Petaling,Dr. Nik Zamri (Lestari Puchong Sdn. Bhd.),,,1300,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; district_derived_from_pbt; project_name_not_provided_in_source,2025-Q1,LPHS baseline,49,"Lot HS(D) 273236 PT 79870 & HSD 273237 PT 79871 (Dahulu HSD 142205 PT 50607), Mukim Petaling.",,
LPHS25-P-050,Rumah Selangorku,,Projek Perancangan MBSJ 050,Petaling,MBSJ,,Doubloom Enterprise Sdn. Bhd. (Bukit Ikhlas Development Sdn. Bhd.),,,456,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,50,"Hakmilik Geran 15411 Lot 65627, Geran 115412 Lot 65628, Geran 115410 Lot 65632 dan Geran 52299 Lot 3515 Pekan Serdang, Daerah Petaling",,
LPHS25-P-051,Rumah Selangorku,,Projek Perancangan MBSJ 051,Petaling,MBSJ,Petaling,Permodalan Negeri Selangor (Leh Construction Sdn. Bhd.),,,420,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,51,"Hakmilik sebahagian Lot 15091, Lot 14237 dan Lot 900 Mukim Petaling, Daerah Petaling.",,
LPHS25-P-052,Rumah Selangorku,,Projek Perancangan MBSJ 052,Petaling,MBSJ,Damansara,Inta Development Sdn. Bhd. (Dahulunya Sime Darby USJ Development Sdn. Bhd.),,,746,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,52,"Hakmilik HSD 318432 Hingga HSD 318447 PT 35900 Hingga PT 35915 (Lot Lama 66668 Geran 120326 dan Geran 318160 Lot 77716, Taman Pinggiran Subang, Mukim Damansara, Daerah Petaling. (PT 35900, PT 35901 Hingga PT 35915 (Lot Lama Lot 66668)",,
LPHS25-P-053,Rumah Selangorku,,Projek Perancangan MBSJ 053,Petaling,MBSJ,Petaling,Prima Nova Harta Development Sdn. Bhd. (& Millennium Land Sdn. Bhd.) =>Caturan Dinamik Sdn. Bhd.) =>(Win Global Builder Sdn. Bhd.),,,890,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,53,"Hakmilik HSD 296557 PT 7343, HSD 296555 PT 7341 Dan HSD 296556 PT 7342 (Lot 102271, Lot 102272), Taman Tasik Prima Puchong, Mukim Petaling, Daerah Petaling.",,
LPHS25-P-054,Rumah Selangorku,,Projek Perancangan MBSJ 054,Petaling,MBSJ,Petaling,Prima Nova Harta Development Sdn. Bhd. (& Millennium Land Sdn. Bhd.) =>Caturan Dinamik Sdn. Bhd.) =>(Win Global Builder Sdn. Bhd.),,,400,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,54,"Hakmilik HSD 296557 PT 7343, HSD 296555 PT 7341 Dan HSD 296556 PT 7342 (Lot 102271, Lot 102272), Taman Tasik Prima Puchong, Mukim Petaling, Daerah Petaling.",,
LPHS25-P-055,Rumah Selangorku,,Projek Perancangan MBSJ 055,Petaling,MBSJ,Damansara,Angkasa Indah Sdn. Bhd.,,,198,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,55,"Lot 64681, Jalan PJS 9/1, PJS 9, Bandar Sunway, Subang Jaya, Mukim Damansara Daerah Petaling",,
LPHS25-P-056,Rumah Selangorku,,Projek Perancangan MBSJ 056,Petaling,MBSJ,,Opes Land Sdn. Bhd. & Opes Properties Sdn. Bhd.,,,600,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,56,"Ke Atas Hakmilik HS(D)256474 Lot 1789 Dan HS(D)256476 Lot 1791 Di Pekan Serdang, Daerah Petaling.",,
LPHS25-P-057,Rumah Selangorku,,Projek Perancangan MBSJ 057,Petaling,MBSJ,Damansara,Inta Development Sdn. Bhd. (Dahulunya Sime Darby Putra Heights Development Sdn. Bhd.),,,1139,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,57,"Di Atas Hakmilik HSD 315441 PT 35811 (Lot Lama 81255 dan 81256), Putra Heights, Mukim Damansara, Daerah Petaling.",,
LPHS25-P-058,Rumah Selangorku,,Projek Perancangan MBSJ 058,Petaling,MBSJ,,Glomac Alliance Sdn. Bhd.,,,186,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; district_derived_from_pbt; project_name_not_provided_in_source,2025-Q1,LPHS baseline,58,"Di Atas Lot No. PT 2917 H.S.(D) 319257, Jalan Perindustrian Puchong, Bandar Metro Puchong, Puchong.",,
LPHS25-P-059,Rumah Selangorku,,Projek Perancangan MBSJ 059,Petaling,MBSJ,,Glomac Alliance Sdn. Bhd.,,,278,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; district_derived_from_pbt; project_name_not_provided_in_source,2025-Q1,LPHS baseline,59,"Di Atas Lot No. PT 2916 H.S.(D) 319256, Jalan Perindustrian Puchong, Bandar Metro Puchong, Puchong.",,
LPHS25-P-060,Rumah Selangorku,,Projek Perancangan MBSJ 060,Petaling,MBSJ,Petaling,Interpile (M) Sdn. Bhd.,,,526,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,60,"Di Atas Hakmilik PN 28792 Lot 65928, PN 28793 Lot 65929 Dan PN 28794 Lot 65930, Pekan Desa Puchong, Mukim Petaling, Daerah Petaling.",,
LPHS25-P-061,Rumah Selangorku,,Projek Perancangan MBSJ 061,Petaling,MBSJ,Petaling,Uni Vista Sdn. Bhd.,,,456,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,61,"Di Atas Hakmilik HSD 322644 PT 83476, Mukim Petaling, Daerah Petaling, Selangor Darul Ehsan.",,
LPHS25-P-062,Rumah Selangorku,,Projek Perancangan MBSJ 062,Petaling,MBSJ,Petaling,Koperasi Sahabat Amanah Ikhtiar Malaysia Berhad,,,232,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,62,"Di Atas Hakmilik HSD 315817 PT 82629, Mukim Petaling, Daerah Petaling.",,
LPHS25-P-063,Rumah Selangorku,,Projek Perancangan MBSJ 063,Petaling,MBSJ,Petaling,Pacific Grandland Sdn. Bhd.,,,525,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,63,"Di Atas Hakmilik Geran 203756 Lot 87990 Dan Geran 203757 Lot 87991, Mukim Petaling, Daerah Petaling.",,
LPHS25-P-064,Rumah Selangorku,,Projek Perancangan MBDK 064,Klang,MBDK,,Sutera Bangsa Sdn. Bhd.,,,259,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,64,"Ke atas hakmilik Lot 54922 GRN 85859 dan Sebahagian Lot 54923 GRN 85860 Di Taman Sungai Kapar Indah, Mukim, Kapar Daerah Klang.",,
LPHS25-P-065,Rumah Selangorku,,Projek Perancangan MBDK 065,Klang,MBDK,Klang,Glenmarie Cove Development Sdn. Bhd.,,,1014,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,65,"Hakmilik GRN 43549 Lot 77170 Mukim Klang, Daerah Klang.",,
LPHS25-P-066,Rumah Selangorku,,Projek Perancangan MBDK 066,Klang,MBDK,Klang,Valiant Plus Sdn. Bhd.,,,296,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,66,"Di Atas Lot 83949 Mukim Klang, Daerah Klang.",,
LPHS25-P-067,Rumah Selangorku,,Projek Perancangan MBDK 067,Klang,MBDK,Klang,Khoo Soon Lee Realty Sdn. Bhd.,,,1449,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,67,"Ke Atas PT143736-PT143740, PT143812-PT143831, PT143844-PT143863, PT143744-PT143805 Dan PT143870 Di Bandar Bestari, Mukim Klang Daerah Klang.",,
LPHS25-P-068,Rumah Selangorku,,Projek Perancangan MBDK 068,Klang,MBDK,Klang,Alam Nyata Pembangunan Sdn. Bhd.,,,27,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,68,"Ke Atas Hakmilik GRN 315311 Lot 157841 Di Mukim Klang, Daerah Klang.",,
LPHS25-P-069,Rumah Selangorku,,Projek Perancangan MBDK 069,Klang,MBDK,Klang,B.H. Development Sdn. Bhd.,,,180,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,69,"Ke Atas Hakmilik GRN 279082 Lot 123230 Di Jalan Pandamaran, Taman Pendamar Indah, Pelabuhan Klang, Mukim Klang, Daerah Klang.",,
LPHS25-P-070,Rumah Selangorku,,Projek Perancangan MBDK 070,Klang,MBDK,Kapar,Sutera Bangsa Sdn. Bhd.,,,77,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,70,"Di Atas PT 64240 Hingga PT 64246, PT 71570 Hingga PT 71574 Dan Lot 55023 Hingga Lot 55209, Taman Sungai Kapar Indah, Mukim Kapar, Daerah Klang.",,
LPHS25-P-071,Rumah Selangorku,,Projek Perancangan MBDK 071,Klang,MBDK,Klang,Melati Ehsan Consolidated Sdn. Bhd.,,,377,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,71,"Ke Atas Hakmilik PT 14817 Di Pandamaran, Mukim Klang, Daerah Klang.",,
LPHS25-P-072,Rumah Selangorku,,Projek Perancangan MBDK 072,Klang,MBDK,Klang,Aus – Builder Corporation Sdn. Bhd.,,,1728,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,72,"Di Atas Lot 128168 GRN 190153 Dan Lot 128197 GRN 190176, Jalan Bayu Laut, Pandamaran, Mukim Klang, Daerah Klang.",,
LPHS25-P-073,Rumah Selangorku,,Projek Perancangan MBDK 073,Klang,MBDK,Klang,Gabungan Efektif Sdn. Bhd. (WCT Holdings Berhad),,,,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source; units_not_numeric_or_not_provided,2025-Q1,LPHS baseline,73,"Di Atas Hakmilik HSD 141418 PT 106978 (A6), HSD 141419 PT 106981 (A7), HSD 141319 PT 106870 (A9), Dan HSD 141417 PT 106976 (A10) Di Mukim Klang, Daerah Klang.",,
LPHS25-P-074,Rumah Selangorku,,Projek Perancangan MBDK 074,Klang,MBDK,Klang,Gemilang Waras Sdn. Bhd. (WCT Holdings Berhad) 1J,,,323,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,74,Di Atas Hakmilik GRN 155543 Lot 117120 (1J)Di Mukim Klang Daerah Klang.,,
LPHS25-P-075,Rumah Selangorku,,Projek Perancangan MBDK 075,Klang,MBDK,Kapar,Neu Estates Sdn. Bhd. (Dahulu dikenali sebagai NPO Land Sdn. Bhd.),,,256,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,75,"Di Atas Hakmilik HSD 162436 Hingga HSD 162691 PT 80314 Hingga PT 80569 (Lot Asal PT 73321 Dan PT 73322), Sungai Kapar Indah, Mukim Kapar, Daerah Klang.",,
LPHS25-P-076,Rumah Selangorku,,Projek Perancangan MBDK 076,Klang,MBDK,Klang,Malayapine Estates Sdn. Bhd.,,,476,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,76,"Di Atas PT 139248, PT 139969 Dan PT 140249, Bandar Putera, Mukim Klang, Daerah Klang.",,
LPHS25-P-077,Rumah Selangorku,,Projek Perancangan MBDK 077,Klang,MBDK,Klang,Malayapine Estates Sdn. Bhd.,,,960,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,77,"Di Atas PT 139248, PT 139969 Dan PT 140249, Bandar Putera, Mukim Klang, Daerah Klang.",,
LPHS25-P-078,Rumah Selangorku,,Projek Perancangan MBDK 078,Klang,MBDK,Klang,Serta Usaha Sdn. Bhd.,,,144,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,78,"Di Atas Hakmilik GM 5148 Lot 791, Mukim Klang, Daerah Klang.",,
LPHS25-P-079,Rumah Selangorku,,Projek Perancangan MBDK 079,Klang,MBDK,Klang,Central Spectrum (M) Sdn. Bhd.,,,1859,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,79,"Di Atas PT 61701 (Lot Asal), Taman Perindustrian Pulau Indah (Pembangunan Bercampur 'Selangor Bio Bay'), Mukim Klang, Daerah Klang.",,
LPHS25-P-080,Rumah Selangorku,,Projek Perancangan MBDK 080,Klang,MBDK,Kapar,Arah Alaf (M) Sdn. Bhd.,,,102,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,80,"Di Atas Hakmilik HSM 48228 PT 82471, Mukim Kapar, Daerah Klang.",,
LPHS25-P-081,Rumah Selangorku,,Projek Perancangan MBDK 081,Klang,MBDK,Kapar,Seiring Harum Sdn. Bhd.,,,16,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,81,"Di Atas Hakmilik GM 2142 Lot 5450, Mukim Kapar, Daerah Klang.",,
LPHS25-P-082,Rumah Selangorku,,Projek Perancangan MBDK 082,Klang,MBDK,Kapar,C.T. World Development Sdn. Bhd.,,,1120,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,82,"Di Atas Hakmilik GRN 338118 Lot 111214, Mukim Kapar, Daerah Klang.",,
LPHS25-P-083,Rumah Selangorku,,Projek Perancangan MBDK 083,Klang,MBDK,Kapar,Inta Development Sdn. Bhd.,,,312,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,83,"Di Atas Hakmilik HSD 130458 PT 46703, Ladang Jalan Acob, Mukim Kapar, Daerah Klang.",,
